NUM TDA,NOMBRE DE TDA,CADENA,FORMATO,MUNICIPIO/CIUDAD,ESTADO,DIVISION,DEPOSITO / DISTRIBUIDOR,ESTRUCTURA,GRADO
4026,Young Magenta Chemist,proveedor_2,Leftorium,Angry Chocolate Pine,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4028,Awful Sea Green CoffeShop,proveedor_2,AllInOne,Funny Salmon Vessel,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
4029,Funny White LunchHall,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
4032,Awful White Bank,proveedor_2,SmallShop,Enlightened Golden Hole,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
4035,Bizarre Coral TinyShop,proveedor_2,SmallShop,Long Dark Polis,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
4036,Big Violet Shop,proveedor_2,Leftorium,Tall Blue Star,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4042,Dirty Khaki Fishmonger,proveedor_2,AllInOne,Enlightened Dark Comet,Lorthogul,BAJÍO,Rodgullor Ifonforge Industries,DISTRIBUIDORES,II
4044,Last Aquamarine Convenience,proveedor_2,AllInOne,Young Blue Beach,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
4045,Dirty Lavender Jeweller,proveedor_2,AllInOne,Young Blue Beach,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
4046,Singing Lemon SuperMarket,proveedor_2,SmallShop,Last Golden Key,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
4047,Short Magenta Shop,proveedor_2,SmallShop,Bad Lemon Vessel,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
4048,Dead Navy Baker,proveedor_2,Leftorium,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
4057,Defiant Green Mall,proveedor_2,SmallShop,Kicking Sky Blue Bay,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
4058,Young Crimson Jeweller,proveedor_2,SmallShop,Alive Beige Applepie,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
4060,Dirty Aqua Grocery,proveedor_2,SmallShop,Dull Olive Stone,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
4061,Little Green Laundrette,proveedor_2,SmallShop,Clean Black ,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
4062,Tiny Violet Deli,proveedor_2,Leftorium,High Sea Green Tree,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
4063,High Dark LunchHall,proveedor_2,GipsyTrade,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
4065,Impressive Beige Leftorium,proveedor_2,AllInOne,First Lime Town,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
4066,Tiny Silver Center,proveedor_2,AllInOne,Dead Orchid Stone,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
4067,Small Chartreuse Convenience,proveedor_2,AllInOne,First Dark Creek,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
4068,Dangerous Green BookShop,proveedor_2,AllInOne,Enlightened Fuchsia Key,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4071,Enlightened Green Jeweller,proveedor_2,Leftorium,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
4072,New Fuchsia Fishmonger,proveedor_2,Leftorium,Rare Turquoise Rock,Rodbare,SUROESTE,Elore Toughworks,DISTRIBUIDORES,VI
4073,Tiny White Florist,proveedor_2,Leftorium,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
4075,First Maroon Leftorium,proveedor_2,AllInOne,Alive Azure Tower,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
4076,Enlightened Burgundy Center,proveedor_2,AllInOne,Dead Orchid Stone,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
4079,Long Green BigCom,proveedor_2,SmallShop,Defiant Sea Green Applepie,Rodbare,SUROESTE,Elore Toughworks,DISTRIBUIDORES,VI
4080,Old Crimson Deli,proveedor_2,SmallShop,Defiant Grey ,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
4081,Awful Beige SuperMarket,proveedor_2,SmallShop,Kicking Olive Town,Lorgornco,CENTRO,Bariolor Industrail,DISTRIBUIDORES,IV
4083,Big Aquamarine BigCom,proveedor_2,SmallShop,Bizarre Blue Comet,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
4090,Long Navy Stationer,proveedor_2,Leftorium,Old Orchid Metropolis,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
4093,Bloody Coral SuperMarket,proveedor_2,SmallShop,High Chartreuse Barrier,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
4094,Dead Fuchsia Stationer,proveedor_2,SmallShop,Empty Yellow River,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
4101,Bloody Blue Tobacconist,proveedor_2,SmallShop,Impressive Lavender Stone,Gulalco,OCCIDENTE,Arthona Vocals,FORANEO,I
4109,Defiant Magenta Stationer,proveedor_2,Leftorium, Burgundy Polis,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
4113,Dull Maroon Florist,proveedor_2,AllInOne,Tall Olive Rock,Mobartho,PENÍNSULA,Gusmorus Inc.,DISTRIBUIDORES,VI
4115,Tall Orange BookShop,proveedor_2,SmallShop,Legendary Magenta Waters,Gulalco,OCCIDENTE,Arthona Vocals,FORANEO,I
4119,Long Grey BigCom,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
4120,Little Crimson SuperMarket,proveedor_2,Leftorium,Tall Blue Tree,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
4122,Great Blue SmallShop,proveedor_2,Leftorium,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
4125,Little Aquamarine Convenience,proveedor_2,AllInOne,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
4126,Short Beige TallMarket,proveedor_2,AllInOne,Awful Fuchsia Tower,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
4128,Awesome Crimson CoffeShop,proveedor_2,AllInOne,Bloody Maroon Pine,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
4130,Short Lavender Baker,proveedor_2,SmallShop,Little Indigo Tower,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
4131,Angry Coral Fishmonger,proveedor_2,SmallShop,Dead Navy Town,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
4132,Massive Chocolate BigCom,proveedor_2,SmallShop,Dirty Burgundy Empire,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
4136,Short Pink Center,proveedor_2,AllInOne,Little Orange Hole,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
4137,Dangerous Pink Bank,proveedor_2,Leftorium,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
4138,Defiant Green TinyShop,proveedor_2,Leftorium,Angry Azure Waters,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
4139,Horrible Red Leftorium,proveedor_2,Leftorium,Alive Azure Tower,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
4144,Last Aquamarine HairDresser,proveedor_2,SmallShop,Massive Blue Rock,Coalmar,SURESTE,Evitrus Inc.,DISTRIBUIDORES,VI
4145,Alive Yellow CoffeShop,proveedor_2,SmallShop,Dull Golden Shop,Thrilvallor,CENTRO,Naargul Inc.,DISTRIBUIDORES,IV
4148,Awful Khaki Butcher,proveedor_2,Grocery,Big Coral Polis,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
4154,Dangerous Azure Mall,proveedor_2,Leftorium,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
4155,High Aquamarine Tobacconist,proveedor_2,Leftorium,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4156,Bloody Sky Blue SmallShop,proveedor_2,Leftorium,Awful White Tree,Armamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4157,Short Magenta Florist,proveedor_2,Leftorium,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
4158,Bloody Sea Green HighShop,proveedor_2,AllInOne,Dirty Lemon Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4161,Massive Orchid Tobacconist,proveedor_2,SmallShop,Impressive Lavender Rock,Rodbare,SUROESTE,Gornmoco Corp.,DISTRIBUIDORES,VI
4162,High White Tobacconist,proveedor_2,SmallShop,Little Burgundy ,Thrilvallor,SURESTE,Evitrus Inc.,DISTRIBUIDORES,IV
4164,Small Salmon BookShop,proveedor_2,SmallShop,Rare Golden Forest,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
4167,Tall Turquoise Baker,proveedor_2,SmallShop,Dead Grey River,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
4168,Long Golden TinyShop,proveedor_2,SmallShop,Kicking Aqua Key,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
4169,Dead Chartreuse Chemist,proveedor_2,SmallShop,Big Dark Pine,Alflorval,CENTRO,Gornmadvit Industrail,DISTRIBUIDORES,IV
4172,Little Yellow HairDresser,proveedor_2,SmallShop,Bloody Golden Peak,Lorthogul,NORESTE,Barrusgul Corp.,FORANEO,II
4179,Tiny Black BigCenter,proveedor_2,SmallShop,Great Dark Jungle,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
4180,Little Red Center,proveedor_2,SmallShop,Clean Blue Valley,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
4182,Dirty Salmon GipsyTrade,proveedor_2,SmallShop, Chartreuse Creek,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
4187,Alive Turquoise Convenience,proveedor_2,Leftorium,Legendary Maroon Empire,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4191,Awesome Pink Stationer,proveedor_2,Leftorium,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
4192,Bad Yellow Market,proveedor_2,Grocery,Tiny Indigo Tree,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
4194,Dirty Crimson Bank,proveedor_2,AllInOne,Old Brown Baton,Coalmar,SURESTE,Evitrus Inc.,DISTRIBUIDORES,VI
4195,Big White Cafe,proveedor_2,AllInOne,Great Green Tree,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
4196,Awesome Cyan Tobacconist,proveedor_2,AllInOne,Bizarre Navy Barrier,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
4198,Great Khaki Stationer,proveedor_2,AllInOne,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
4199,Bloody Indigo BookShop,proveedor_2,AllInOne,Legendary Turquoise Shop,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4540,Dirty Lemon Baker,proveedor_2,Leftorium,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
4541,Enlightened Golden BookShop,proveedor_2,AllInOne,New Aqua Jungle,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
4542,Long Silver Grocery,proveedor_2,AllInOne,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
4543,Legendary Olive BigCenter,proveedor_2,GipsyTrade, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
4544,Awful Dark Laundrette,proveedor_2,GipsyTrade,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
4546,Angry Magenta Shop,proveedor_2,Leftorium,Rare Sea Green Beach,Lorthogul,BAJÍO,Rodgullor Ifonforge Industries,DISTRIBUIDORES,II
4547,Interesting Grey TallMarket,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
4548,Tiny Magenta Cafe,proveedor_2,Leftorium,Interesting Magenta Soil,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
4549,Awful Aqua Market,proveedor_2,Leftorium,Awful Fuchsia Tower,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
4558, Chocolate AllInOne,proveedor_2,AllInOne,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
5400,Dead Aqua Fishmonger,proveedor_2,SmallShop,Angry Chocolate Pine,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
5401, Chartreuse Jeweller,proveedor_2,Grocery,New Aqua Jungle,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
5404,Horrible Magenta Stationer,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
5406,Evil Coral Bank,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
5407,Impressive Yellow Jeweller,proveedor_2,Grocery,Awful Sea Green Bay,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
5408,Dangerous Grey Convenience,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
5409,Dirty Grey TinyShop,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5411,Singing Grey Baker,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5412,Big Navy GipsyTrade,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5413,Short Indigo Cafe,proveedor_2,Grocery,Big Navy Polis,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5414,Defiant Orchid Tobacconist,proveedor_2,Grocery,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5417,Little Black BookShop,proveedor_2,Grocery,Big Silver Burgo,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
5420,High Aqua Florist,proveedor_2,Grocery,Young Silver Applepie,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5421,Funny Orange Butcher,proveedor_2,Grocery,Long Magenta Peak,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5422,Tall Violet TallMarket,proveedor_2,Grocery,Long Magenta Peak,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5423,High Golden Convenience,proveedor_2,Grocery,Little Orange Hole,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5424,Evil Burgundy Bank,proveedor_2,Grocery,Little Orange Hole,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5425,Funny Turquoise Deli,proveedor_2,Grocery,Little Orange Hole,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5426,Last Grey Market,proveedor_2,Grocery,Old Orchid Metropolis,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
5427,Empty Olive BigCenter,proveedor_2,SmallShop,Impressive Lemon Vessel,Lorgornna,SUROESTE,Gulrodlor Industrail,DISTRIBUIDORES,VI
5429,Little Purple Grocery,proveedor_2,SmallShop,Long Aquamarine Key,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
5430,Long Lavender SmallShop,proveedor_2,SmallShop,Small Blue Hole,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5435,Long Navy HairDresser,proveedor_2,Grocery,Legendary Orange Dirt,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5436,Great Lavender Cafe,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5437,Short Grey Jeweller,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5438,Young Magenta TallMarket,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
5440,Dangerous Sky Blue Grocery,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5441,Enlightened Yellow Butcher,proveedor_2,Grocery,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5443,Young Fuchsia BookShop,proveedor_2,Grocery,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5444,Interesting Brown Deli,proveedor_2,Grocery,Young Silver Applepie,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5445,Big White BookShop,proveedor_2,Grocery,Young Silver Applepie,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
5446,Dull Golden Baker,proveedor_2,Grocery,Long Magenta Peak,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5447, Chocolate Deli,proveedor_2,Grocery,Little Orange Hole,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5449,Little Golden TallMarket,proveedor_2,Grocery,Rare Orchid Capital,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
5452,Dirty Black Chemist,proveedor_2,Grocery,Old Beige Bay,Alfrusma,OCCIDENTE,Lorgulbar Inc.,DISTRIBUIDORES,III
5453,Great Purple SmallShop,proveedor_2,Grocery,Old Beige Bay,Alfrusma,OCCIDENTE,Lorgulbar Inc.,DISTRIBUIDORES,III
5455,First Cyan LunchHall,proveedor_2,Grocery,Bizarre Sea Green Stone,Alfrusma,OCCIDENTE,Navallor Gmbh,FORANEO,III
5457,Tiny Indigo BigCom,proveedor_2,Grocery,Bizarre Sea Green Stone,Alfrusma,OCCIDENTE,Navallor Gmbh,FORANEO,III
5463,Awful Sea Green TinyShop,proveedor_2,AllInOne,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
5464,Bloody Violet CoffeShop,proveedor_2,AllInOne,Bad Dark Hole,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
5465,Angry Green BigCom,proveedor_2,AllInOne,Dead Orchid Stone,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
5469,Enlightened White CoffeShop,proveedor_2,Leftorium,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
5474,Dirty Burgundy SmallShop,proveedor_2,Grocery,Long Crimson Ball,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
5475,Big Yellow Baker,proveedor_2,Grocery,Enlightened Violet Capital,Namobar,OCCIDENTE,Arthona Vocals,FORANEO,III
5476,New Salmon SuperMarket,proveedor_2,Grocery,Awesome Grey Baton,Namobar,OCCIDENTE,Arthona Vocals,FORANEO,III
5479,Legendary Cyan GipsyTrade,proveedor_2,Grocery,Rare Orchid Capital,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
5480,Massive Chartreuse TinyShop,proveedor_2,Grocery,First Golden Castle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
5482,Clean Dark Stationer,proveedor_2,Grocery,Dirty Azure Ship,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
5484,Impressive Blue Bank,proveedor_2,Grocery,Dirty Azure Ship,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
5485,First Orange Florist,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5486,Great Fuchsia SmallShop,proveedor_2,Grocery,Dead Orchid Stone,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5487,Bizarre Aqua GreatShop,proveedor_2,Grocery,Dead Orchid Stone,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5488,Last Azure HairDresser,proveedor_2,Grocery,Dead Orchid Stone,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5489,Tiny Orchid Laundrette,proveedor_2,Grocery,Big Navy Polis,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5493,Empty Burgundy Stationer,proveedor_2,Grocery,Bloody Sea Green ,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
5494,Small Brown SuperMarket,proveedor_2,Grocery,Big Silver Burgo,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
5496,Old Blue Bank,proveedor_2,Grocery,Awesome Grey Baton,Namobar,OCCIDENTE,Arthona Vocals,FORANEO,III
5497,New Green LunchHall,proveedor_2,Grocery,Kicking Crimson Key,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
5498,Old Yellow Laundrette,proveedor_2,Grocery,Kicking Crimson Key,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
5499,High Lavender SuperMarket,proveedor_2,Grocery,Old Beige Bay,Alfrusma,OCCIDENTE,Lorgulbar Inc.,DISTRIBUIDORES,III
5503,Interesting Lime LunchHall,proveedor_2,Grocery,Angry Indigo Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
5533,Kicking Sea Green Center,proveedor_2,Grocery,Massive Pink Ledge,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5534,Old Violet Fishmonger,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5549,Dirty Sea Green SuperMarket,proveedor_2,Grocery,Last Silver Jungle,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
5600,Dull Blue BookShop,proveedor_2,AllInOne,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
5602,Short Maroon Butcher,proveedor_2,SmallShop,Kicking Black Bay,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
5603,Kicking Dark Cafe,proveedor_2,SmallShop,Tiny Golden Shop,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
5604,Short Black SmallShop,proveedor_2,SmallShop,Defiant Crimson Castle,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
5605, Cyan SuperMarket,proveedor_2,SmallShop,Enlightened Black River,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
5607,Impressive Red AllInOne,proveedor_2,SmallShop,Great Indigo Stone,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
5608,Legendary Red Market,proveedor_2,SmallShop,Awesome Sea Green Burgo,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5610,Empty Cyan Market,proveedor_2,SmallShop,Dead Lemon Comet,Lorthogul,NORESTE,Barrusgul Corp.,FORANEO,II
5614,Defiant Magenta Convenience,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
5615,Great Azure Tobacconist,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
5616,Clean Khaki LunchHall,proveedor_2,Grocery,Awful Sea Green Bay,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
5617,Little Sky Blue GipsyTrade,proveedor_2,Grocery,Awful Sea Green Bay,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
5618,Small White Laundrette,proveedor_2,Grocery,Last Magenta Pine,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
5619,High Indigo Shop,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5620,Bad Navy HairDresser,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
5624,Clean Black Leftorium,proveedor_2,AllInOne,Interesting Magenta Soil,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
5628,Enlightened Turquoise SuperMarket,proveedor_2,Grocery,Dead Orchid Stone,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5629,Dull Maroon Cafe,proveedor_2,Grocery,Dead Orchid Stone,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5631,Bad Chocolate BookShop,proveedor_2,Grocery,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5633,First Blue BigCom,proveedor_2,Grocery,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
5635,Alive Chocolate Shop,proveedor_2,Grocery,Massive Blue Jungle,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
5636,Dangerous Sky Blue SmallShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
5637,Clean Lavender SuperMarket,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5638,Awesome Aquamarine GreatShop,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5639,Last Magenta Chemist,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5640,Old Fuchsia Stationer,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5641,Funny Beige GreatShop,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5642,Dangerous Olive Convenience,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5643,Interesting Orchid Convenience,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
5646,Alive Sky Blue Market,proveedor_2,BigCom,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
5647,Enlightened Sea Green Stationer,proveedor_2,Grocery,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
5648,Evil Violet GreatShop,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5649,Young Violet Deli,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
5650,Awful Aquamarine CoffeShop,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
5651,New Yellow GreatShop,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
5655,Impressive Aquamarine BigCom,proveedor_2,Grocery,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
5657,Tall Lavender HairDresser,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
5658,First Burgundy Market,proveedor_2,AllInOne,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
5659,Dead Beige GipsyTrade,proveedor_2,AllInOne,Young Blue Beach,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
5660,Awesome Crimson Fishmonger,proveedor_2,AllInOne,Dead Fuchsia Burgo,Lorgornna,SUROESTE,Lorgornlor Vocals,DISTRIBUIDORES,VI
